5.879396984924623037e-01,3.676081999057885685e+00
3.165829145728642491e-01,4.801745465240725430e+00
2.462311557788945393e-01,5.507411781200966416e+00
-6.783919597989949146e-01,-3.684273459356238178e-01
-4.522613065326630544e-02,3.134107766259310424e+00
8.994974874371859386e-01,7.089547683121912414e+00
6.381909547738693345e-01,5.237267399117552458e+00
-3.165829145728643601e-01,-6.191624093224468162e-02
2.160804020100501877e-01,3.188290460440858176e+00
2.060301507537689591e-01,3.808226378010651114e+00
-8.492462311557789079e-01,-1.984523582147241783e-01
-3.467336683417084897e-01,1.515940730607753473e+00
4.271356783919597611e-01,4.109539429488774154e+00
-4.673366834170854522e-01,-5.386036770265543172e-01
-4.271356783919597611e-01,7.686971474695922790e-01
1.859296482412060580e-01,3.576836243121048753e+00
-5.376884422110552730e-01,-4.534463135215361929e-01
-9.195979899497487287e-01,-1.112916335470648388e+00
8.190954773869347783e-01,4.547360627315411463e+00
4.070351758793970820e-01,3.719869558198723336e+00
6.281407035175878839e-01,3.909749379030330374e+00
-7.587939698492462970e-01,-1.092621015616745073e+00
-8.793969849246231485e-01,-9.481586270337629685e-01
